SalesOrderID,SalesOrderDetailID,OrderQty,ProductID,SpecialOfferID,UnitPrice,UnitPriceDiscount,ModifiedDate,OrderDate
43678,169,1,765,1,-419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43678,171,3,762,1,-419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43678,172,2,761,1,-419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43678,176,1,756,1,-874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43678,179,1,770,1,-419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43678,180,2,758,1,-874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43678,182,1,754,1,-874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43678,183,1,755,1,-874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43679,186,1,760,1,NULL,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43679,187,2,770,1,NULL,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43680,189,NULL,760,1,419.4589,0.00,2011-05-31 00:00:00.000,2012-05-31 00:00:00.000
43680,190,NULL,756,1,874.794,0.00,2011-05-31 00:00:00.000,2012-05-31 00:00:00.000
43680,197,NULL,758,1,874.794,0.00,2011-05-31 00:00:00.000,2012-05-31 00:00:00.000
43680,198,NULL,761,1,419.4589,0.00,2011-05-31 00:00:00.000,2012-05-31 00:00:00.000
43680,199,NULL,753,1,2146.962,0.00,2011-05-31 00:00:00.000,2012-05-31 00:00:00.000
43680,201,NULL,765,1,419.4589,0.00,2011-05-31 00:00:00.000,2012-05-31 00:00:00.000
43680,203,NULL,763,1,419.4589,0.00,2011-05-31 00:00:00.000,2012-05-31 00:00:00.000
43681,205,0,762,1,419.4589,0.00,2011-05-31 00:00:00.000,2012-05-31 00:00:00.000
43681,210,0,770,1,419.4589,0.00,2011-05-31 00:00:00.000,2012-05-31 00:00:00.000
43681,212,0,758,1,874.794,0.00,2011-05-31 00:00:00.000,2012-05-31 00:00:00.000
43681,213,0,768,1,419.4589,0.00,2011-05-31 00:00:00.000,2012-05-31 00:00:00.000
43681,214,0,761,1,419.4589,0.00,2011-05-31 00:00:00.000,2012-05-31 00:00:00.000
43681,216,0,753,1,2146.962,0.00,2011-05-31 00:00:00.000,2012-05-31 00:00:00.000
43681,218,0,764,1,419.4589,0.00,2011-05-31 00:00:00.000,2012-05-31 00:00:00.000
43681,219,0,760,1,419.4589,0.00,2011-05-31 00:00:00.000,2012-05-31 00:00:00.000
43681,220,0,756,1,874.794,0.00,2011-05-31 00:00:00.000,2012-05-31 00:00:00.000
43682,225,-2,758,1,874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43682,226,-1,762,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43682,227,-2,760,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43682,228,-2,770,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43683,230,2,776,1,2024.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43683,232,2,773,1,2039.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43683,233,1,774,1,2039.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43683,237,4,775,1,2024.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43683,238,6,777,1,2024.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43683,239,1,772,1,2039.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43683,241,5,778,1,2024.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43684,243,2,754,1,874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43684,244,2,762,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43684,245,1,760,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43684,246,2,758,1,874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43684,247,1,770,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43684,248,1,763,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43685,249,3,765,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43685,250,1,763,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43685,251,1,754,1,874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43686,253,3,758,1,874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43686,254,1,762,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43686,255,1,770,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43687,256,1,768,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43687,257,2,765,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43688,259,2,760,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43688,260,3,762,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43688,262,1,763,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43688,264,2,754,1,874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43688,265,2,758,1,874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43688,266,3,765,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43688,267,1,770,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43688,268,2,753,1,2146.962,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43689,269,3,764,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43689,272,1,753,1,2146.962,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43689,273,2,755,1,874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43689,274,4,766,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43689,275,2,770,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43689,276,7,760,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43689,279,6,763,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43689,283,5,765,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43689,284,2,768,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43689,285,2,761,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43689,286,3,758,1,874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43689,287,2,749,1,2146.962,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43689,288,9,762,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43689,289,4,754,1,874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43690,291,1,770,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43690,293,2,760,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43691,294,1,758,1,874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43692,295,5,770,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43692,297,8,754,1,874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43692,300,1,768,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43692,301,4,756,1,874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43692,303,8,758,1,874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43692,305,6,762,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43692,309,7,760,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43692,310,2,755,1,874.794,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43692,312,2,765,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43692,313,1,764,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43692,314,2,753,1,2146.962,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43692,315,1,766,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43692,317,3,761,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43692,319,1,763,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43693,324,1,773,1,2039.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43693,327,3,771,1,2039.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43693,329,1,774,1,2039.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43693,330,3,777,1,2024.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43693,331,1,772,1,2039.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43693,332,1,778,1,2024.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43694,333,3,776,1,2024.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43694,334,3,771,1,2039.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43694,336,1,772,1,2039.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43694,340,1,774,1,2039.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43694,341,2,773,1,2039.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43695,344,2,774,1,2039.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43695,348,5,777,1,2024.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43695,349,6,778,1,2024.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43695,351,5,775,1,2024.994,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43696,352,1,762,1,419.4589,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43697,353,1,749,1,3578.27,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43698,354,1,773,1,3399.99,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43699,355,1,773,1,3399.99,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43700,356,1,767,1,699.0982,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43701,357,1,773,1,3399.99,0.00,2011-05-31 00:00:00.000,2011-05-31 00:00:00.000
43702,358,1,750,1,3578.27,0.00,2011-06-01 00:00:00.000,2011-06-01 00:00:00.000
43703,359,1,749,1,3578.27,0.00,2011-06-01 00:00:00.000,2011-06-01 00:00:00.000
43704,360,1,778,1,3374.99,0.00,2011-06-01 00:00:00.000,2011-06-01 00:00:00.000
43705,361,1,771,1,3399.99,0.00,2011-06-01 00:00:00.000,2011-06-01 00:00:00.000
43706,362,1,751,1,3578.27,0.00,2011-06-02 00:00:00.000,2011-06-02 00:00:00.000
43707,363,1,751,1,3578.27,0.00,2011-06-02 00:00:00.000,2011-06-02 00:00:00.000
43708,364,1,764,1,699.0982,0.00,2011-06-02 00:00:00.000,2011-06-02 00:00:00.000
43709,365,1,752,1,3578.27,0.00,2011-06-02 00:00:00.000,2011-06-02 00:00:00.000
43710,366,1,753,1,3578.27,0.00,2011-06-02 00:00:00.000,2011-06-02 00:00:00.000
43711,367,1,753,1,3578.27,0.00,2011-06-03 00:00:00.000,2011-06-03 00:00:00.000
43712,368,1,750,1,3578.27,0.00,2011-06-03 00:00:00.000,2011-06-03 00:00:00.000
43713,369,1,749,1,3578.27,0.00,2011-06-04 00:00:00.000,2011-06-04 00:00:00.000
43714,370,1,750,1,3578.27,0.00,2011-06-04 00:00:00.000,2011-06-04 00:00:00.000
43715,371,1,753,1,3578.27,0.00,2011-06-04 00:00:00.000,2011-06-04 00:00:00.000
43716,372,1,750,1,3578.27,0.00,2011-06-04 00:00:00.000,2011-06-04 00:00:00.000
43717,373,1,767,1,699.0982,0.00,2011-06-04 00:00:00.000,2011-06-04 00:00:00.000
43718,374,1,750,1,3578.27,0.00,2011-06-05 00:00:00.000,2011-06-05 00:00:00.000
43719,375,1,751,1,3578.27,0.00,2011-06-05 00:00:00.000,2011-06-05 00:00:00.000
43720,376,1,750,1,3578.27,0.00,2011-06-05 00:00:00.000,2011-06-05 00:00:00.000
43721,377,1,749,1,3578.27,0.00,2011-06-05 00:00:00.000,2011-06-05 00:00:00.000
43722,378,1,751,1,3578.27,0.00,2011-06-06 00:00:00.000,2011-06-06 00:00:00.000
43723,379,1,765,1,699.0982,0.00,2011-06-06 00:00:00.000,2011-06-06 00:00:00.000
43724,380,1,750,1,3578.27,0.00,2011-06-06 00:00:00.000,2011-06-06 00:00:00.000
43725,381,1,750,1,3578.27,0.00,2011-06-07 00:00:00.000,2011-06-07 00:00:00.000
43726,382,1,765,1,699.0982,0.00,2011-06-07 00:00:00.000,2011-06-07 00:00:00.000
43727,383,1,750,1,3578.27,0.00,2011-06-07 00:00:00.000,2011-06-07 00:00:00.000
43728,384,1,752,1,3578.27,0.00,2011-06-08 00:00:00.000,2011-06-08 00:00:00.000
43729,385,1,773,1,3399.99,0.00,2011-06-08 00:00:00.000,2011-06-08 00:00:00.000
43730,386,1,773,1,3399.99,0.00,2011-06-08 00:00:00.000,2011-06-08 00:00:00.000
43731,387,1,753,1,3578.27,0.00,2011-06-08 00:00:00.000,2011-06-08 00:00:00.000
43732,388,1,777,1,3374.99,0.00,2011-06-08 00:00:00.000,2011-06-08 00:00:00.000
43733,389,1,751,1,3578.27,0.00,2011-06-08 00:00:00.000,2011-06-08 00:00:00.000
43734,390,1,751,1,3578.27,0.00,2011-06-09 00:00:00.000,2011-06-09 00:00:00.000
43735,391,1,749,1,3578.27,0.00,2011-06-09 00:00:00.000,2011-06-09 00:00:00.000
43736,392,1,773,1,3399.99,0.00,2011-06-09 00:00:00.000,2011-06-09 00:00:00.000
43737,393,1,750,1,3578.27,0.00,2011-06-10 00:00:00.000,2011-06-10 00:00:00.000
43738,394,1,751,1,3578.27,0.00,2011-06-10 00:00:00.000,2011-06-10 00:00:00.000
43739,395,1,749,1,3578.27,0.00,2011-06-10 00:00:00.000,2011-06-10 00:00:00.000
43740,396,1,751,1,3578.27,0.00,2011-06-10 00:00:00.000,2011-06-10 00:00:00.000
43741,397,1,749,1,3578.27,0.00,2011-06-11 00:00:00.000,2011-06-11 00:00:00.000
43742,398,1,753,1,3578.27,0.00,2011-06-11 00:00:00.000,2011-06-11 00:00:00.000
43743,399,1,774,1,3399.99,0.00,2011-06-11 00:00:00.000,2011-06-11 00:00:00.000
43744,400,1,752,1,3578.27,0.00,2011-06-11 00:00:00.000,2011-06-11 00:00:00.000
43745,401,1,750,1,3578.27,0.00,2011-06-12 00:00:00.000,2011-06-12 00:00:00.000
43746,402,1,751,1,3578.27,0.00,2011-06-12 00:00:00.000,2011-06-12 00:00:00.000
43747,403,1,753,1,3578.27,0.00,2011-06-13 00:00:00.000,2011-06-13 00:00:00.000
43748,404,1,752,1,3578.27,0.00,2011-06-13 00:00:00.000,2011-06-13 00:00:00.000
43749,405,1,753,1,3578.27,0.00,2011-06-13 00:00:00.000,2011-06-13 00:00:00.000
43750,406,1,750,1,3578.27,0.00,2011-06-13 00:00:00.000,2011-06-13 00:00:00.000
43751,407,1,752,1,3578.27,0.00,2011-06-13 00:00:00.000,2011-06-13 00:00:00.000
43752,408,1,750,1,3578.27,0.00,2011-06-13 00:00:00.000,2011-06-13 00:00:00.000
43753,409,1,749,1,3578.27,0.00,2011-06-13 00:00:00.000,2011-06-13 00:00:00.000
43754,410,1,751,1,3578.27,0.00,2011-06-14 00:00:00.000,2011-06-14 00:00:00.000
43755,411,1,750,1,3578.27,0.00,2011-06-14 00:00:00.000,2011-06-14 00:00:00.000
43756,412,1,765,1,699.0982,0.00,2011-06-14 00:00:00.000,2011-06-14 00:00:00.000
43757,413,1,777,1,3374.99,0.00,2011-06-14 00:00:00.000,2011-06-14 00:00:00.000
43758,414,1,749,1,3578.27,0.00,2011-06-15 00:00:00.000,2011-06-15 00:00:00.000
43759,415,1,749,1,3578.27,0.00,2011-06-15 00:00:00.000,2011-06-15 00:00:00.000
43760,416,1,753,1,3578.27,0.00,2011-06-15 00:00:00.000,2011-06-15 00:00:00.000
43761,417,1,749,1,3578.27,0.00,2011-06-15 00:00:00.000,2011-06-15 00:00:00.000
43762,418,1,753,1,3578.27,0.00,2011-06-16 00:00:00.000,2011-06-16 00:00:00.000
43763,419,1,752,1,3578.27,0.00,2011-06-16 00:00:00.000,2011-06-16 00:00:00.000
43764,420,1,749,1,3578.27,0.00,2011-06-16 00:00:00.000,2011-06-16 00:00:00.000
43765,421,1,773,1,3399.99,0.00,2011-06-16 00:00:00.000,2011-06-16 00:00:00.000
43766,422,1,752,1,3578.27,0.00,2011-06-17 00:00:00.000,2011-06-17 00:00:00.000
43767,423,1,777,1,3374.99,0.00,2011-06-17 00:00:00.000,2011-06-17 00:00:00.000
43768,424,1,751,1,3578.27,0.00,2011-06-18 00:00:00.000,2011-06-18 00:00:00.000
43769,425,1,751,1,3578.27,0.00,2011-06-18 00:00:00.000,2011-06-18 00:00:00.000
43770,426,1,751,1,3578.27,0.00,2011-06-18 00:00:00.000,2011-06-18 00:00:00.000
43771,427,1,764,1,699.0982,0.00,2011-06-18 00:00:00.000,2011-06-18 00:00:00.000
43772,428,1,751,1,3578.27,0.00,2011-06-18 00:00:00.000,2011-06-18 00:00:00.000
43773,429,1,753,1,3578.27,0.00,2011-06-18 00:00:00.000,2011-06-18 00:00:00.000
43774,430,1,752,1,3578.27,0.00,2011-06-18 00:00:00.000,2011-06-18 00:00:00.000
43775,431,1,774,1,3399.99,0.00,2011-06-18 00:00:00.000,2011-06-18 00:00:00.000
